[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-10.00 x=0.00 L=10.00
IC_L_7: t= 0.10, L= 10.00, L_straight= 10.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 120.50, L= 74.73, L_straight= 72.99, slack=  1.74, T_bat= 3.52, T_rov= 0.50, F_drag_cable=( 0.00,  4.82), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.60, L= 74.79, L_straight= 73.05, slack=  1.74, T_bat= 3.31, T_rov= 0.50, F_drag_cable=( 0.00,  4.83), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.70, L= 74.84, L_straight= 73.10, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  4.83), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.80, L= 74.90, L_straight= 73.16, slack=  1.74, T_bat= 3.16, T_rov= 0.50, F_drag_cable=( 0.00,  4.83), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 120.90, L= 74.95, L_straight= 73.22, slack=  1.74, T_bat= 3.46, T_rov= 0.50, F_drag_cable=( 0.00,  4.84), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.00, L= 75.01, L_straight= 73.27, slack=  1.74, T_bat= 3.23, T_rov= 0.50, F_drag_cable=( 0.00,  4.84), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.10, L= 75.07, L_straight= 73.33, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  4.85), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.20, L= 75.12, L_straight= 73.38, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  4.85), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.30, L= 75.18, L_straight= 73.44, slack=  1.74, T_bat= 3.46, T_rov= 0.50, F_drag_cable=( 0.00,  4.85), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.40, L= 75.23, L_straight= 73.50, slack=  1.74, T_bat= 3.29, T_rov= 0.50, F_drag_cable=( 0.00,  4.86), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.50, L= 75.29, L_straight= 73.55, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  4.86), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.60, L= 75.35, L_straight= 73.61, slack=  1.74, T_bat= 3.17, T_rov= 0.50, F_drag_cable=( 0.00,  4.86), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.70, L= 75.40, L_straight= 73.66, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  4.87), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.80, L= 75.46, L_straight= 73.72, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  4.87), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 121.90, L= 75.51, L_straight= 73.78, slack=  1.74, T_bat= 3.22, T_rov= 0.50, F_drag_cable=( 0.00,  4.87), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.00, L= 75.57, L_straight= 73.83, slack=  1.74, T_bat= 3.33, T_rov= 0.50, F_drag_cable=( 0.00,  4.88), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.10, L= 75.63, L_straight= 73.89, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  4.88), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.20, L= 75.68, L_straight= 73.94, slack=  1.74, T_bat= 3.34, T_rov= 0.50, F_drag_cable=( 0.00,  4.89), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.30, L= 75.74, L_straight= 74.00, slack=  1.74, T_bat= 3.25, T_rov= 0.50, F_drag_cable=( 0.00,  4.89), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.40, L= 75.79, L_straight= 74.06, slack=  1.74, T_bat= 3.20, T_rov= 0.50, F_drag_cable=( 0.00,  4.89), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.50, L= 75.85, L_straight= 74.11, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  4.90), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.60, L= 75.91, L_straight= 74.17, slack=  1.74, T_bat= 3.17, T_rov= 0.50, F_drag_cable=( 0.00,  4.90), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.70, L= 75.96, L_straight= 74.22, slack=  1.74, T_bat= 3.17, T_rov= 0.50, F_drag_cable=( 0.00,  4.90), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.80, L= 76.02, L_straight= 74.28, slack=  1.74, T_bat= 3.32, T_rov= 0.50, F_drag_cable=( 0.00,  4.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 122.90, L= 76.07, L_straight= 74.34, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  4.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.00, L= 76.13, L_straight= 74.39, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  4.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.10, L= 76.19, L_straight= 74.45, slack=  1.74, T_bat= 3.19, T_rov= 0.50, F_drag_cable=( 0.00,  4.92), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.20, L= 76.24, L_straight= 74.50, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  4.92), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.30, L= 76.30, L_straight= 74.56, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  4.93), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.40, L= 76.35, L_straight= 74.62, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  4.93), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.50, L= 76.41, L_straight= 74.67, slack=  1.74, T_bat= 3.33, T_rov= 0.50, F_drag_cable=( 0.00,  4.93), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.60, L= 76.47, L_straight= 74.73, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  4.94), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.70, L= 76.52, L_straight= 74.78, slack=  1.74, T_bat= 3.22, T_rov= 0.50, F_drag_cable=( 0.00,  4.94), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.80, L= 76.58, L_straight= 74.84, slack=  1.74, T_bat= 3.07, T_rov= 0.50, F_drag_cable=( 0.00,  4.94), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 123.90, L= 76.63, L_straight= 74.90, slack=  1.74, T_bat= 2.99, T_rov= 0.50, F_drag_cable=( 0.00,  4.95), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.00, L= 76.69, L_straight= 74.95, slack=  1.74, T_bat= 2.96, T_rov= 0.50, F_drag_cable=( 0.00,  4.95), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.10, L= 76.75, L_straight= 75.01, slack=  1.74, T_bat= 2.84, T_rov= 0.50, F_drag_cable=( 0.00,  4.95), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.20, L= 76.80, L_straight= 75.06, slack=  1.74, T_bat= 2.78, T_rov= 0.50, F_drag_cable=( 0.00,  4.96), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.30, L= 76.86, L_straight= 75.12, slack=  1.74, T_bat= 3.13, T_rov= 0.50, F_drag_cable=( 0.00,  4.96), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.40, L= 76.91, L_straight= 75.18, slack=  1.74, T_bat= 3.07, T_rov= 0.50, F_drag_cable=( 0.00,  4.96), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.50, L= 76.97, L_straight= 75.23, slack=  1.74, T_bat= 3.39, T_rov= 0.50, F_drag_cable=( 0.00,  4.97), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.60, L= 77.03, L_straight= 75.29, slack=  1.74, T_bat= 3.20, T_rov= 0.50, F_drag_cable=( 0.00,  4.97), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.70, L= 77.08, L_straight= 75.34, slack=  1.74, T_bat= 3.46, T_rov= 0.50, F_drag_cable=( 0.00,  4.98), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.80, L= 77.14, L_straight= 75.40, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  4.98), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 124.90, L= 77.19, L_straight= 75.46, slack=  1.74, T_bat= 3.48, T_rov= 0.50, F_drag_cable=( 0.00,  4.98), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.00, L= 77.25, L_straight= 75.51, slack=  1.74, T_bat= 3.65, T_rov= 0.50, F_drag_cable=( 0.00,  4.99), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.10, L= 77.31, L_straight= 75.57, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  4.99), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.20, L= 77.36, L_straight= 75.62, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  4.99), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.30, L= 77.42, L_straight= 75.68, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.40, L= 77.47, L_straight= 75.74, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.50, L= 77.53, L_straight= 75.79, slack=  1.74, T_bat= 3.39, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.60, L= 77.59, L_straight= 75.85, slack=  1.74, T_bat= 3.17, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.70, L= 77.64, L_straight= 75.90, slack=  1.74, T_bat= 3.06, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.80, L= 77.70, L_straight= 75.96, slack=  1.74, T_bat= 3.31, T_rov= 0.50, F_drag_cable=( 0.00,  5.02), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 125.90, L= 77.75, L_straight= 76.02, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  5.02), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.00, L= 77.81, L_straight= 76.07, slack=  1.74, T_bat= 3.28, T_rov= 0.50, F_drag_cable=( 0.00,  5.02), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.10, L= 77.87, L_straight= 76.13, slack=  1.74, T_bat= 3.12, T_rov= 0.50, F_drag_cable=( 0.00,  5.03), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.20, L= 77.92, L_straight= 76.18, slack=  1.74, T_bat= 3.05, T_rov= 0.50, F_drag_cable=( 0.00,  5.03), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.30, L= 77.98, L_straight= 76.24, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  5.03), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.40, L= 78.03, L_straight= 76.30, slack=  1.74, T_bat= 3.14, T_rov= 0.50, F_drag_cable=( 0.00,  5.04), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.50, L= 78.09, L_straight= 76.35, slack=  1.74, T_bat= 3.06, T_rov= 0.50, F_drag_cable=( 0.00,  5.04), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.60, L= 78.15, L_straight= 76.41, slack=  1.74, T_bat= 3.02, T_rov= 0.50, F_drag_cable=( 0.00,  5.04), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.70, L= 78.20, L_straight= 76.46, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  5.05), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.80, L= 78.26, L_straight= 76.52, slack=  1.74, T_bat= 2.99, T_rov= 0.50, F_drag_cable=( 0.00,  5.05), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 126.90, L= 78.31, L_straight= 76.58, slack=  1.74, T_bat= 3.29, T_rov= 0.50, F_drag_cable=( 0.00,  5.06), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.00, L= 78.37, L_straight= 76.63, slack=  1.74, T_bat= 3.14, T_rov= 0.50, F_drag_cable=( 0.00,  5.06), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.10, L= 78.43, L_straight= 76.69, slack=  1.74, T_bat= 3.06, T_rov= 0.50, F_drag_cable=( 0.00,  5.06), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.20, L= 78.48, L_straight= 76.74, slack=  1.74, T_bat= 3.03, T_rov= 0.50, F_drag_cable=( 0.00,  5.07), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.30, L= 78.54, L_straight= 76.80, slack=  1.74, T_bat= 3.01, T_rov= 0.50, F_drag_cable=( 0.00,  5.07), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.40, L= 78.59, L_straight= 76.86, slack=  1.74, T_bat= 3.00, T_rov= 0.50, F_drag_cable=( 0.00,  5.07), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.50, L= 78.65, L_straight= 76.91, slack=  1.74, T_bat= 3.30, T_rov= 0.50, F_drag_cable=( 0.00,  5.08), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.60, L= 78.71, L_straight= 76.97, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  5.08), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.70, L= 78.76, L_straight= 77.02, slack=  1.74, T_bat= 3.08, T_rov= 0.50, F_drag_cable=( 0.00,  5.08), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.80, L= 78.82, L_straight= 77.08, slack=  1.74, T_bat= 3.12, T_rov= 0.50, F_drag_cable=( 0.00,  5.09), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 127.90, L= 78.87, L_straight= 77.13, slack=  1.74, T_bat= 3.42, T_rov= 0.50, F_drag_cable=( 0.00,  5.09), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.00, L= 78.93, L_straight= 77.19, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  5.09), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.10, L= 78.99, L_straight= 77.25, slack=  1.74, T_bat= 3.15, T_rov= 0.50, F_drag_cable=( 0.00,  5.10), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.20, L= 79.04, L_straight= 77.30, slack=  1.74, T_bat= 3.08, T_rov= 0.50, F_drag_cable=( 0.00,  5.10), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.30, L= 79.10, L_straight= 77.36, slack=  1.74, T_bat= 3.35, T_rov= 0.50, F_drag_cable=( 0.00,  5.11), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.40, L= 79.15, L_straight= 77.41, slack=  1.74, T_bat= 3.18, T_rov= 0.50, F_drag_cable=( 0.00,  5.11), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.50, L= 79.21, L_straight= 77.47, slack=  1.74, T_bat= 3.41, T_rov= 0.50, F_drag_cable=( 0.00,  5.11), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.60, L= 79.27, L_straight= 77.53, slack=  1.74, T_bat= 3.21, T_rov= 0.50, F_drag_cable=( 0.00,  5.12), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.70, L= 79.32, L_straight= 77.58, slack=  1.74, T_bat= 3.12, T_rov= 0.50, F_drag_cable=( 0.00,  5.12), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.80, L= 79.38, L_straight= 77.64, slack=  1.74, T_bat= 3.07, T_rov= 0.50, F_drag_cable=( 0.00,  5.12), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 128.90, L= 79.43, L_straight= 77.69, slack=  1.74, T_bat= 3.05, T_rov= 0.50, F_drag_cable=( 0.00,  5.13), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.00, L= 79.49, L_straight= 77.75, slack=  1.74, T_bat= 3.04, T_rov= 0.50, F_drag_cable=( 0.00,  5.13), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.10, L= 79.55, L_straight= 77.81, slack=  1.74, T_bat= 3.04, T_rov= 0.50, F_drag_cable=( 0.00,  5.13), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.20, L= 79.60, L_straight= 77.86, slack=  1.74, T_bat= 3.04, T_rov= 0.50, F_drag_cable=( 0.00,  5.14), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.30, L= 79.66, L_straight= 77.92, slack=  1.74, T_bat= 3.34, T_rov= 0.50, F_drag_cable=( 0.00,  5.14), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.40, L= 79.71, L_straight= 77.97, slack=  1.74, T_bat= 3.67, T_rov= 0.50, F_drag_cable=( 0.00,  5.15), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.50, L= 79.77, L_straight= 78.03, slack=  1.74, T_bat= 3.98, T_rov= 0.50, F_drag_cable=( 0.00,  5.15), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.60, L= 79.83, L_straight= 78.09, slack=  1.74, T_bat= 4.15, T_rov= 0.50, F_drag_cable=( 0.00,  5.15), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.70, L= 79.88, L_straight= 78.14, slack=  1.74, T_bat= 4.36, T_rov= 0.50, F_drag_cable=( 0.00,  5.16), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.80, L= 79.94, L_straight= 78.20, slack=  1.74, T_bat= 4.47, T_rov= 0.50, F_drag_cable=( 0.00,  5.16), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 129.90, L= 79.99, L_straight= 78.25, slack=  1.74, T_bat= 4.52, T_rov= 0.50, F_drag_cable=( 0.00,  5.16), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 130.00, L= 80.05, L_straight= 78.31, slack=  1.74, T_bat= 3.79, T_rov= 0.50, F_drag_cable=( 0.00,  5.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 130.10, L= 80.11, L_straight= 78.37, slack=  1.74, T_bat= 3.42, T_rov= 0.50, F_drag_cable=( 0.00,  5.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 130.20, L= 80.16, L_straight= 78.42, slack=  1.74, T_bat= 3.24, T_rov= 0.50, F_drag_cable=( 0.00,  5.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 130.30, L= 80.22, L_straight= 78.48, slack=  1.74, T_bat= 3.46, T_rov= 0.50, F_drag_cable=( 0.00,  5.18), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 130.40, L= 80.27, L_straight= 78.53, slack=  1.74, T_bat= 3.26, T_rov= 0.50, F_drag_cable=( 0.00,  5.18), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
