[SCEN] t=0.10 scen=Fx crit=(t>0:1) T_bat=0.403729584757652 p=-100.00 L=110.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_7: t= 0.10, L= 110.00, L_straight= 101.98, slack=  8.02, T_bat= 0.40, Fy=-0.01, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 346.80, L= 342.33, L_straight= 338.33, slack=  4.00, T_bat= 30.99, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 346.90, L= 342.40, L_straight= 338.39, slack=  4.00, T_bat= 31.00, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.00, L= 342.47, L_straight= 338.46, slack=  4.01, T_bat= 31.00, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.10, L= 342.54, L_straight= 338.53, slack=  4.01, T_bat= 31.01, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.20, L= 342.61, L_straight= 338.60, slack=  4.01, T_bat= 31.02, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.30, L= 342.67, L_straight= 338.67, slack=  4.01, T_bat= 31.02, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.40, L= 342.74, L_straight= 338.74, slack=  4.01, T_bat= 31.03, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.50, L= 342.81, L_straight= 338.80, slack=  4.01, T_bat= 31.03, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.60, L= 342.88, L_straight= 338.87, slack=  4.01, T_bat= 31.04, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.70, L= 342.95, L_straight= 338.94, slack=  4.01, T_bat= 31.05, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.80, L= 343.02, L_straight= 339.01, slack=  4.01, T_bat= 31.05, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 347.90, L= 343.09, L_straight= 339.08, slack=  4.01, T_bat= 31.06, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.00, L= 343.16, L_straight= 339.14, slack=  4.01, T_bat= 31.07, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.10, L= 343.23, L_straight= 339.21, slack=  4.01, T_bat= 31.07, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.20, L= 343.30, L_straight= 339.28, slack=  4.01, T_bat= 31.08, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.30, L= 343.36, L_straight= 339.35, slack=  4.02, T_bat= 31.08, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.40, L= 343.43, L_straight= 339.42, slack=  4.02, T_bat= 31.09, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.50, L= 343.50, L_straight= 339.49, slack=  4.02, T_bat= 31.10, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.60, L= 343.57, L_straight= 339.55, slack=  4.02, T_bat= 31.10, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.70, L= 343.64, L_straight= 339.62, slack=  4.02, T_bat= 31.11, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.80, L= 343.71, L_straight= 339.69, slack=  4.02, T_bat= 31.12, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 348.90, L= 343.78, L_straight= 339.76, slack=  4.02, T_bat= 31.12, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.00, L= 343.85, L_straight= 339.83, slack=  4.02, T_bat= 31.13, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.10, L= 343.92, L_straight= 339.89, slack=  4.02, T_bat= 31.13, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.20, L= 343.99, L_straight= 339.96, slack=  4.02, T_bat= 31.14, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.30, L= 344.05, L_straight= 340.03, slack=  4.02, T_bat= 31.15, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.40, L= 344.12, L_straight= 340.10, slack=  4.02, T_bat= 31.15, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.50, L= 344.19, L_straight= 340.17, slack=  4.03, T_bat= 31.16, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.60, L= 344.26, L_straight= 340.24, slack=  4.03, T_bat= 31.17, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.70, L= 344.33, L_straight= 340.30, slack=  4.03, T_bat= 31.17, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.80, L= 344.40, L_straight= 340.37, slack=  4.03, T_bat= 31.18, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 349.90, L= 344.47, L_straight= 340.44, slack=  4.03, T_bat= 31.18, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.00, L= 344.54, L_straight= 340.51, slack=  4.03, T_bat= 31.19, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.10, L= 344.61, L_straight= 340.58, slack=  4.03, T_bat= 31.20, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.20, L= 344.68, L_straight= 340.64, slack=  4.03, T_bat= 31.20, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.30, L= 344.74, L_straight= 340.71, slack=  4.03, T_bat= 31.21, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.40, L= 344.81, L_straight= 340.78, slack=  4.03, T_bat= 31.22, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.50, L= 344.88, L_straight= 340.85, slack=  4.03, T_bat= 31.22, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.60, L= 344.95, L_straight= 340.92, slack=  4.03, T_bat= 31.23, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.70, L= 345.02, L_straight= 340.99, slack=  4.04, T_bat= 31.23, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.80, L= 345.09, L_straight= 341.05, slack=  4.04, T_bat= 31.24, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 350.90, L= 345.16, L_straight= 341.12, slack=  4.04, T_bat= 31.25, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.00, L= 345.23, L_straight= 341.19, slack=  4.04, T_bat= 31.25, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.10, L= 345.30, L_straight= 341.26, slack=  4.04, T_bat= 31.26, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.20, L= 345.37, L_straight= 341.33, slack=  4.04, T_bat= 31.27, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.30, L= 345.43, L_straight= 341.39, slack=  4.04, T_bat= 31.27, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.40, L= 345.50, L_straight= 341.46, slack=  4.04, T_bat= 31.28, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.50, L= 345.57, L_straight= 341.53, slack=  4.04, T_bat= 31.28, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.60, L= 345.64, L_straight= 341.60, slack=  4.04, T_bat= 31.29, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.70, L= 345.71, L_straight= 341.67, slack=  4.04, T_bat= 31.30, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.80, L= 345.78, L_straight= 341.74, slack=  4.04, T_bat= 31.30, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 351.90, L= 345.85, L_straight= 341.80, slack=  4.04, T_bat= 31.31, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.00, L= 345.92, L_straight= 341.87, slack=  4.05, T_bat= 31.32, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.10, L= 345.99, L_straight= 341.94, slack=  4.05, T_bat= 31.32, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.20, L= 346.06, L_straight= 342.01, slack=  4.05, T_bat= 31.33, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.30, L= 346.12, L_straight= 342.08, slack=  4.05, T_bat= 31.33, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.40, L= 346.19, L_straight= 342.15, slack=  4.05, T_bat= 31.34, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.50, L= 346.26, L_straight= 342.21, slack=  4.05, T_bat= 31.35, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.60, L= 346.33, L_straight= 342.28, slack=  4.05, T_bat= 31.35, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.70, L= 346.40, L_straight= 342.35, slack=  4.05, T_bat= 31.36, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.80, L= 346.47, L_straight= 342.42, slack=  4.05, T_bat= 31.37, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 352.90, L= 346.54, L_straight= 342.49, slack=  4.05, T_bat= 31.37, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.00, L= 346.61, L_straight= 342.55, slack=  4.05, T_bat= 31.38, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.10, L= 346.68, L_straight= 342.62, slack=  4.05, T_bat= 31.38, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.20, L= 346.75, L_straight= 342.69, slack=  4.06, T_bat= 31.39, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.30, L= 346.81, L_straight= 342.76, slack=  4.06, T_bat= 31.40, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.40, L= 346.88, L_straight= 342.83, slack=  4.06, T_bat= 31.40, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.50, L= 346.95, L_straight= 342.90, slack=  4.06, T_bat= 31.41, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.60, L= 347.02, L_straight= 342.96, slack=  4.06, T_bat= 31.42, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.70, L= 347.09, L_straight= 343.03, slack=  4.06, T_bat= 31.42, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.80, L= 347.16, L_straight= 343.10, slack=  4.06, T_bat= 31.43, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 353.90, L= 347.23, L_straight= 343.17, slack=  4.06, T_bat= 31.43, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.00, L= 347.30, L_straight= 343.24, slack=  4.06, T_bat= 31.44, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.10, L= 347.37, L_straight= 343.30, slack=  4.06, T_bat= 31.45, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.20, L= 347.44, L_straight= 343.37, slack=  4.06, T_bat= 31.45, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.30, L= 347.50, L_straight= 343.44, slack=  4.06, T_bat= 31.46, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.40, L= 347.57, L_straight= 343.51, slack=  4.06, T_bat= 31.47, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.50, L= 347.64, L_straight= 343.58, slack=  4.07, T_bat= 31.47, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.60, L= 347.71, L_straight= 343.65, slack=  4.07, T_bat= 31.48, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.70, L= 347.78, L_straight= 343.71, slack=  4.07, T_bat= 31.48, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.80, L= 347.85, L_straight= 343.78, slack=  4.07, T_bat= 31.49, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 354.90, L= 347.92, L_straight= 343.85, slack=  4.07, T_bat= 31.50, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.00, L= 347.99, L_straight= 343.92, slack=  4.07, T_bat= 31.50, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.10, L= 348.06, L_straight= 343.99, slack=  4.07, T_bat= 31.51, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.20, L= 348.13, L_straight= 344.05, slack=  4.07, T_bat= 31.52, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.30, L= 348.19, L_straight= 344.12, slack=  4.07, T_bat= 31.52, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.40, L= 348.26, L_straight= 344.19, slack=  4.07, T_bat= 31.53, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.50, L= 348.33, L_straight= 344.26, slack=  4.07, T_bat= 31.53, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.60, L= 348.40, L_straight= 344.33, slack=  4.07, T_bat= 31.54, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.70, L= 348.47, L_straight= 344.40, slack=  4.08, T_bat= 31.55, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.80, L= 348.54, L_straight= 344.46, slack=  4.08, T_bat= 31.55, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 355.90, L= 348.61, L_straight= 344.53, slack=  4.08, T_bat= 31.56, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.00, L= 348.68, L_straight= 344.60, slack=  4.08, T_bat= 31.56, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.10, L= 348.75, L_straight= 344.67, slack=  4.08, T_bat= 31.57, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.20, L= 348.82, L_straight= 344.74, slack=  4.08, T_bat= 31.58, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.30, L= 348.88, L_straight= 344.80, slack=  4.08, T_bat= 31.58, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.40, L= 348.95, L_straight= 344.87, slack=  4.08, T_bat= 31.59, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.50, L= 349.02, L_straight= 344.94, slack=  4.08, T_bat= 31.60, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.60, L= 349.09, L_straight= 345.01, slack=  4.08, T_bat= 31.60, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.70, L= 349.16, L_straight= 345.08, slack=  4.08, T_bat= 31.61, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.80, L= 349.23, L_straight= 345.15, slack=  4.08, T_bat= 31.61, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 356.90, L= 349.30, L_straight= 345.21, slack=  4.09, T_bat= 31.62, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.00, L= 349.37, L_straight= 345.28, slack=  4.09, T_bat= 31.63, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.10, L= 349.44, L_straight= 345.35, slack=  4.09, T_bat= 31.63, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.20, L= 349.51, L_straight= 345.42, slack=  4.09, T_bat= 31.64, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.30, L= 349.57, L_straight= 345.49, slack=  4.09, T_bat= 31.65, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.40, L= 349.64, L_straight= 345.55, slack=  4.09, T_bat= 31.65, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.50, L= 349.71, L_straight= 345.62, slack=  4.09, T_bat= 31.66, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.60, L= 349.78, L_straight= 345.69, slack=  4.09, T_bat= 31.66, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.70, L= 349.85, L_straight= 345.76, slack=  4.09, T_bat= 31.67, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.80, L= 349.92, L_straight= 345.83, slack=  4.09, T_bat= 31.68, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 357.90, L= 349.99, L_straight= 345.90, slack=  4.09, T_bat= 31.68, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.00, L= 350.06, L_straight= 345.96, slack=  4.09, T_bat= 31.69, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.10, L= 350.13, L_straight= 346.03, slack=  4.09, T_bat= 31.70, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.20, L= 350.20, L_straight= 346.10, slack=  4.10, T_bat= 31.70, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.30, L= 350.26, L_straight= 346.17, slack=  4.10, T_bat= 31.71, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.40, L= 350.33, L_straight= 346.24, slack=  4.10, T_bat= 31.71, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.50, L= 350.40, L_straight= 346.30, slack=  4.10, T_bat= 31.72, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.60, L= 350.47, L_straight= 346.37, slack=  4.10, T_bat= 31.73, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.70, L= 350.54, L_straight= 346.44, slack=  4.10, T_bat= 31.73, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.80, L= 350.61, L_straight= 346.51, slack=  4.10, T_bat= 31.74, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 358.90, L= 350.68, L_straight= 346.58, slack=  4.10, T_bat= 31.75, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.00, L= 350.75, L_straight= 346.65, slack=  4.10, T_bat= 31.75, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.10, L= 350.82, L_straight= 346.71, slack=  4.10, T_bat= 31.76, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.20, L= 350.89, L_straight= 346.78, slack=  4.10, T_bat= 31.76, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.30, L= 350.95, L_straight= 346.85, slack=  4.10, T_bat= 31.77, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.40, L= 351.02, L_straight= 346.92, slack=  4.11, T_bat= 31.78, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.50, L= 351.09, L_straight= 346.99, slack=  4.11, T_bat= 31.78, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.60, L= 351.16, L_straight= 347.05, slack=  4.11, T_bat= 31.79, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.70, L= 351.23, L_straight= 347.12, slack=  4.11, T_bat= 31.80, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.80, L= 351.30, L_straight= 347.19, slack=  4.11, T_bat= 31.80, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 359.90, L= 351.37, L_straight= 347.26, slack=  4.11, T_bat= 31.81, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.00, L= 351.44, L_straight= 347.33, slack=  4.11, T_bat= 31.81, Fy= 0.08, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.10, L= 351.51, L_straight= 347.40, slack=  4.11, T_bat= 31.82, Fy= 0.09, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.20, L= 351.58, L_straight= 347.46, slack=  4.11, T_bat= 31.83, Fy= 0.09, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.30, L= 351.64, L_straight= 347.53, slack=  4.11, T_bat= 31.83, Fy= 0.09, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.40, L= 351.71, L_straight= 347.60, slack=  4.11, T_bat= 31.84, Fy= 0.09, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.50, L= 351.78, L_straight= 347.67, slack=  4.11, T_bat= 31.85, Fy= 0.09, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 360.60, L= 351.85, L_straight= 347.74, slack=  4.12, T_bat= 31.85, Fy= 0.09, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
